scenario_id,scenario,error
113,"{'altitude': 24093.79014373942, 'time_at_altitude': 243.20828618088635, 'prebreathing_time': 206.9746365869025, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
114,"{'altitude': 21066.30381983539, 'time_at_altitude': 163.80055903832246, 'prebreathing_time': 152.36321742628667, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
115,"{'altitude': 18292.961146299378, 'time_at_altitude': 21.968379823928913, 'prebreathing_time': 59.86155019885064, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
116,"{'altitude': 24592.41415392489, 'time_at_altitude': 147.44191950765241, 'prebreathing_time': 216.74090506550303, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
117,"{'altitude': 22920.447685970066, 'time_at_altitude': 127.08084212874925, 'prebreathing_time': 24.16132038604517, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
118,"{'altitude': 24848.454645461883, 'time_at_altitude': 246.97497176313982, 'prebreathing_time': 31.179805992291705, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
119,"{'altitude': 21589.227637247444, 'time_at_altitude': 170.80904986703695, 'prebreathing_time': 167.9852213206831, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
120,"{'altitude': 19160.102352462, 'time_at_altitude': 105.05511364992891, 'prebreathing_time': 18.283422522177943, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
121,"{'altitude': 19525.802421005705, 'time_at_altitude': 79.53269992927154, 'prebreathing_time': 237.68325724837257, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
122,"{'altitude': 24393.335798403576, 'time_at_altitude': 145.05680388304907, 'prebreathing_time': 197.78340354886603, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
123,"{'altitude': 20664.563269326074, 'time_at_altitude': 299.8872773293825, 'prebreathing_time': 168.96065228808834, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
124,"{'altitude': 20060.20049812818, 'time_at_altitude': 66.98667500029104, 'prebreathing_time': 193.07266968695282, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
125,"{'altitude': 22339.179026211896, 'time_at_altitude': 17.8413739907087, 'prebreathing_time': 84.89356333235139, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
126,"{'altitude': 18324.046526271224, 'time_at_altitude': 95.49933743046286, 'prebreathing_time': 90.04640440046953, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
127,"{'altitude': 19159.41550259696, 'time_at_altitude': 33.41094699337299, 'prebreathing_time': 238.4387546976219, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
128,"{'altitude': 23952.91418481899, 'time_at_altitude': 326.5033778885498, 'prebreathing_time': 18.548574810537602, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
129,"{'altitude': 21936.157714208202, 'time_at_altitude': 75.695550261569, 'prebreathing_time': 39.624333362669184, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
130,"{'altitude': 22364.40756910999, 'time_at_altitude': 222.39312127516035, 'prebreathing_time': 69.7276878430549, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
131,"{'altitude': 24421.599033867544, 'time_at_altitude': 339.9558335659932, 'prebreathing_time': 89.77494695479854, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
132,"{'altitude': 19814.450398686426, 'time_at_altitude': 38.51558308636425, 'prebreathing_time': 67.61803662932819, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
133,"{'altitude': 19767.525370032155, 'time_at_altitude': 208.38049510085838, 'prebreathing_time': 221.9893316569608, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
134,"{'altitude': 20784.792208979867, 'time_at_altitude': 152.2236812414471, 'prebreathing_time': 36.21557579619904, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
135,"{'altitude': 20070.113604114573, 'time_at_altitude': 9.21573657246003, 'prebreathing_time': 137.52374197368235, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
136,"{'altitude': 24475.517656630487, 'time_at_altitude': 290.2854610889584, 'prebreathing_time': 7.8809065308928705, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
137,"{'altitude': 21758.842637899492, 'time_at_altitude': 198.97608340905072, 'prebreathing_time': 80.45004386518285, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
138,"{'altitude': 22571.83944662554, 'time_at_altitude': 88.95659887407955, 'prebreathing_time': 99.61359330548271, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
139,"{'altitude': 24258.34395059261, 'time_at_altitude': 154.91837263796765, 'prebreathing_time': 155.76260209944078, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
140,"{'altitude': 20644.048222820205, 'time_at_altitude': 259.51323989845207, 'prebreathing_time': 116.00804950429139, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
141,"{'altitude': 24341.74566111868, 'time_at_altitude': 227.63675881054843, 'prebreathing_time': 163.12025812040483, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
142,"{'altitude': 22703.527615209387, 'time_at_altitude': 238.21124624236825, 'prebreathing_time': 128.06573847744667, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
143,"{'altitude': 22897.80731706725, 'time_at_altitude': 106.83037101136273, 'prebreathing_time': 87.7342541889883, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
144,"{'altitude': 24589.499428092535, 'time_at_altitude': 333.0349854063283, 'prebreathing_time': 102.37994807377534, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
145,"{'altitude': 19983.54954781263, 'time_at_altitude': 25.340265483771756, 'prebreathing_time': 210.27850205257673, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
146,"{'altitude': 22966.71083946241, 'time_at_altitude': 1.307210176222826, 'prebreathing_time': 32.22003742499409, 'exercise_level': 'Rest'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
147,"{'altitude': 22193.01980333959, 'time_at_altitude': 199.56862921149212, 'prebreathing_time': 232.14257834071645, 'exercise_level': 'Mild'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
148,"{'altitude': 21246.596088468443, 'time_at_altitude': 339.3389570733983, 'prebreathing_time': 66.3708876973221, 'exercise_level': 'Heavy'}","Error in calculate_dcs_risk: The feature names should match those that were passed during fit.
Feature names must be in the same order as they were in fit.
"
